Country,Activity,Commodity,Sub-commodity,2020
Argentina,production,lead_mine,,23008.0
Australia,production,lead_mine,,494271.0
Bolivia,production,lead_mine,,64619.0
Bosnia & Herzegovina,production,lead_mine,,3360.0
Brazil,production,lead_mine,,5400.0
Bulgaria,production,lead_mine,,19500.0
Burma,production,lead_mine,,30000.0
Canada,production,lead_mine,,4000.0
Chile,production,lead_mine,,1386.0
China,production,lead_mine,,1970000.0
"Congo, Democratic Republic",production,lead_mine,,0.0
Cuba,production,lead_mine,,30000.0
Finland,production,lead_mine,,1530.0
Georgia,production,lead_mine,,1124.0
Greece,production,lead_mine,,19656.0
Guatemala,production,lead_mine,,422.0
Honduras,production,lead_mine,,12300.0
India,production,lead_mine,,217787.0
Indonesia,production,lead_mine,,6500.0
Iran,production,lead_mine,,70000.0
"Ireland, Republic of",production,lead_mine,,14400.0
Kazakhstan,production,lead_mine,,30200.0
Korea (Rep. of),production,lead_mine,,1681.0
"Korea, Dem. P.R. of",production,lead_mine,,25000.0
Kosovo,production,lead_mine,,4737.0
Laos,production,lead_mine,,100.0
Mexico,production,lead_mine,,260390.0
Mongolia,production,lead_mine,,12400.0
Montenegro,production,lead_mine,,1000.0
Morocco,production,lead_mine,,30000.0
Namibia,production,lead_mine,,9181.0
Nepal,production,lead_mine,,0.0
Nigeria,production,lead_mine,,20000.0
North Macedonia,production,lead_mine,,46176.0
Pakistan,production,lead_mine,,4256.0
Peru,production,lead_mine,,241548.0
Poland,production,lead_mine,,65660.0
Portugal,production,lead_mine,,28178.0
Romania,production,lead_mine,,0.0
Russia,production,lead_mine,,200000.0
Serbia,production,lead_mine,,5400.0
Slovakia,production,lead_mine,,102.0
South Africa,production,lead_mine,,28048.0
Spain,production,lead_mine,,11396.0
Sweden,production,lead_mine,,65402.0
Tajikistan,production,lead_mine,,54863.0
Turkey,production,lead_mine,,81500.0
USA,production,lead_mine,,297000.0
United Kingdom,production,lead_mine,,100.0
Uzbekistan,production,lead_mine,,18400.0
Vietnam,production,lead_mine,,12000.0
